# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 18:58:29+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-16.58.16-367870
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-16.58.16-367870
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
159232 77.75 248.731640589788 245.55201192992 1136.82683300972 1125.30918598175 1102.41670179367 0 34.4156861305237 933 141838.941677837 141838.941677837 159612664 159612664 102181.168902201 102181.168902201 114985408 114985408 751.813465562549 1511017.08021821 13966.8168360789 1497050.26338213 25874 51994513 480817 51513696 0 0 0 0 1133.17522525787 1752340634.63286 198995
159744 78 248.736272924189 245.57122146278 1140.42416596413 1128.90651893616 1105.89929676056 0 34.6035046577454 936 141841.583261382 141841.583261382 160125888 160125888 102183.071906349 102183.071906349 115355136 115355136 752.327252765264 1515049.70783771 13965.4982371426 1501084.20960056 26056 52638921 482361 52156560 0 0 0 0 1136.76237225533 1752340638.23019 199634
160256 78.25 248.563610292786 245.591701044487 1144.82915496826 1133.31150794029 1110.20364737511 0 34.6310684680939 939 141743.122587672 141743.122587672 160639112 160639112 102112.14056259 102112.14056259 115724864 115724864 753.144193766428 1520272.09589287 13967.5353119043 1506304.56058096 26082 52640410 483850 52156560 0 0 0 0 1141.15614724159 1752340642.63518 200273
160768 78.5 248.444815251015 245.611937313879 1148.99358797073 1137.47594094276 1114.27401852608 0 34.791113615036 942 141675.379847097 141675.379847097 161152336 161152336 102063.338503475 102063.338503475 116094592 116094592 752.88952075479 1516446.97333951 13974.4244459424 1502472.54889357 26180 52659527 485399 52174128 0 0 0 0 1145.29982733727 1752340646.79961 200912
161280 78.75 247.066358673631 245.64017936353 1158.98265004158 1147.46500301361 1124.14863038063 0 34.842081785202 945 140889.316515462 140889.316515462 161665560 161665560 101497.056288538 101497.056288538 116464320 116464320 752.195705664525 1511764.89284224 13972.5476628134 1497792.34517942 26206 52661065 486937 52174128 0 0 0 0 1155.27933144569 1752340656.78868 201551
161792 79 246.851488498687 245.648846813265 1163.62736988068 1152.10972285271 1128.66827082634 0 35.0283102989197 948 140766.787036944 140766.787036944 162178784 162178784 101408.785710714 101408.785710714 116834048 116834048 752.479346195761 1515297.86044154 13967.1791667477 1501330.68127479 26388 53305476 488484 52816992 0 0 0 0 1159.9146296978 1752340661.43339 202190
162304 79.25 246.507897870338 245.65737774 1168.88421607018 1157.36656904221 1133.83388924599 0 35.0590012073517 951 140570.854862896 140570.854862896 162692008 162692008 101267.635626449 101267.635626449 117203776 117203776 753.487981224028 1520863.22239977 13973.0794082643 1506890.14299151 26414 53306970 489978 52816992 0 0 0 0 1165.15837264061 1752340666.69024 202829
162816 79.5 246.301680451221 245.661521706414 1173.50728297234 1161.98963594437 1138.38708043098 0 35.1558268070221 954 140453.259608775 140453.259608775 163205232 163205232 101182.919677632 101182.919677632 117573504 117573504 753.754195148256 1518127.60581957 13989.5833294672 1504138.0224901 26512 53326090 491530 52834560 0 0 0 0 1169.77217078209 1752340671.31331 203468
163328 79.75 245.463257192811 245.657884725766 1181.14280104637 1169.6251540184 1145.963773489 0 35.188328742981 957 139975.149677248 139975.149677248 163718456 163718456 100838.487950426 100838.487950426 117943232 117943232 754.256210087843 1515886.38750827 14009.739160533 1501876.64834773 26538 53327625 493065 52834560 0 0 0 0 1177.3945980072 1752340678.94883 204107
163840 80 244.481353815072 245.643255212744 1189.52159500122 1178.00394797325 1154.21522426605 0 35.3869943618774 960 139415.220367096 139415.220367096 164231680 164231680 100435.113314821 100435.113314821 118312960 118312960 754.481399399855 1519272.63785766 14003.2234892817 1505269.41436838 26720 53972032 494608 53477424 0 0 0 0 1185.73305153847 1752340687.32762 204746
