# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:53:38+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.53.29-420299
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
144896 169.8 0.134651773612456
145408 170.4 0.134728312922905
145920 171 0.134805340996133
146432 171.6 0.134882793332039
146944 172.2 0.134960675689143
147456 172.8 0.135039011009442
147968 173.4 0.135117745458596
148480 174 0.135196752613226
148992 174.6 0.135275948810024
149504 175.2 0.135355354455284
150016 175.8 0.135435005403976
150528 176.4 0.13551484830821
151040 177 0.135594774904737
151552 177.6 0.135674728477889
152064 178.2 0.135754714583196
152576 178.8 0.135834715280051
153088 179.4 0.135914651752546
153600 180 0.135994445241824
154112 180.6 0.136074069785906
154624 181.2 0.136153513387282
155136 181.8 0.136232708337747
155648 182.4 0.136311536334239
156160 183 0.136389904768719
156672 183.6 0.136467787592091
157184 184.2 0.136545171391205
157696 184.8 0.136621979025812
158208 185.4 0.136698075029845
158720 186 0.136773343942015
159232 186.6 0.136847734170282
159744 187.2 0.136921212481655
160256 187.8 0.13699369933425
160768 188.4 0.137065076025708
161280 189 0.137135246741541
161792 189.6 0.137204161377534
162304 190.2 0.137271769843816
162816 190.8 0.137337984721222
163328 191.4 0.137402713622651
163840 192 0.137465910424207
164352 192.6 0.137527563024495
164864 193.2 0.137587635145941
165376 193.8 0.137646052457779
165888 194.4 0.137702754351022
166400 195 0.137757733466808
166912 195.6 0.137811009182898
167424 196.2 0.137862580613463
167936 196.8 0.137912422438001
168448 197.4 0.137960513685739
168960 198 0.138006853529934
169472 198.6 0.13805145781834
169984 199.2 0.138094355508757
170496 199.8 0.138135580155414
171008 200.4 0.138175148254726
171520 201 0.138213052249736
172032 201.6 0.138249292193639
172544 202.2 0.138283908495059
173056 202.8 0.138316961139811
173568 203.4 0.138348476848847
174080 204 0.138378442587275
174592 204.6 0.13840686020246
175104 205.2 0.138433781795704
175616 205.8 0.138459271015834
176128 206.4 0.138483348902206
176640 207 0.138506006809867
177152 207.6 0.138527263655215
177664 208.2 0.138547176926527
178176 208.8 0.138565793213389
178688 209.4 0.138583119767091
179200 210 0.138599161535926
179712 210.6 0.138613962072188
180224 211.2 0.138627582124049
180736 211.8 0.138640049758868
181248 212.4 0.138651359383563
181760 213 0.138661519166671
182272 213.6 0.138670573722654
182784 214.2 0.138678570849014
183296 214.8 0.138685524420016
183808 215.4 0.138691424428365
184320 216 0.138696273657132
184832 216.6 0.138700098429527
185344 217.2 0.138702922895804
185856 217.8 0.138704744560549
186368 218.4 0.138705543176031
186880 219 0.138705310174499
187392 219.6 0.138704059387782
187904 220.2 0.13870180531624
188416 220.8 0.138698539749507
188928 221.4 0.138694238960548
189440 222 0.138688889194412
189952 222.6 0.138682493958511
190464 223.2 0.138675057113151
190976 223.8 0.13866657073064
191488 224.4 0.138657024519725
192000 225 0.138646419698985
192512 225.6 0.138634767622424
193024 226.2 0.138622079524563
193536 226.8 0.138608364118444
194048 227.4 0.13859363255487
194560 228 0.138577898693502
195072 228.6 0.138561175065297
195584 229.2 0.138543475126704
196096 229.8 0.138524820019659
196608 230.4 0.138505237162689
197120 231 0.138484751010581
197632 231.6 0.138463380165237
198144 232.2 0.13844114501573
198656 232.8 0.138418074749465
199168 233.4 0.138394205636247
199680 234 0.138369574246826
200192 234.6 0.138344213481259
200704 235.2 0.138318156146351
201216 235.8 0.138291442588065
201728 236.4 0.138264120522829
202240 237 0.138236233386276
202752 237.6 0.138207812759809
203264 238.2 0.138178887850576
203776 238.8 0.138149499152236
204288 239.4 0.138119696316251
204800 240 0.138089524878084
205312 240.6 0.138059021504261
205824 241.2 0.138028220547095
206336 241.8 0.137997158475175
206848 242.4 0.137965871941353
207360 243 0.137934397434588
207872 243.6 0.137902773974194
208384 244.2 0.137871041131859
208896 244.8 0.137839231455207
209408 245.4 0.137807367193447
209920 246 0.137775467263786
210432 246.6 0.137743556956662
210944 247.2 0.137711668902137
211456 247.8 0.137679834160218
211968 248.4 0.137648074130738
212480 249 0.137616403168414
212992 249.6 0.137584838818081
213504 250.2 0.13755340691875
214016 250.8 0.137522135402973
214528 251.4 0.137491046086278
215040 252 0.13746015694779
215552 252.6 0.137429492108502
216064 253.2 0.137399084245403
216576 253.8 0.13736896489411
217088 254.4 0.137339157818837
217600 255 0.13730968763549
218112 255.6 0.137280591638968
218624 256.2 0.137251915904566
219136 256.8 0.13722370146921
219648 257.4 0.137195983304744
220160 258 0.137168804390937
220672 258.6 0.137142222180129
221184 259.2 0.137116296409413
221696 259.8 0.137091076207237
222208 260.4 0.13706660423499
222720 261 0.137042928731437
223232 261.6 0.137020104206642
223744 262.2 0.136998181108109
224256 262.8 0.136977200806144
224768 263.4 0.136957201652997
225280 264 0.136938224551834
225792 264.6 0.136920309024703
226304 265.2 0.136903486309476
226816 265.8 0.136887779744368
227328 266.4 0.136873210963816
227840 267 0.136859802501819
228352 267.6 0.136847573820549
228864 268.2 0.136836536694762
229376 268.8 0.136826694441692
229888 269.4 0.136818043379148
230400 270 0.136810574717045
230912 270.6 0.136804277095504
231424 271.2 0.136799137164707
231936 271.8 0.136795134306286
232448 272.4 0.136792234156538
232960 273 0.136790392012434
233472 273.6 0.136789565742508
233984 274.2 0.13678972200362
234496 274.8 0.13679082622376
235008 275.4 0.136792829746401
235520 276 0.136795672306559
236032 276.6 0.136799296373875
236544 277.2 0.136803654158437
237056 277.8 0.1368087008519
237568 278.4 0.13681438784102
238080 279 0.136820666622482
238592 279.6 0.136827495087784
239104 280.2 0.136834834185059
239616 280.8 0.136842639732088
240128 281.4 0.136850863233343
240640 282 0.136859461685367
241152 282.6 0.136868401333162
241664 283.2 0.136877648888259
242176 283.8 0.136887164372952
242688 284.4 0.136896909711008
243200 285 0.136906862940918
243712 285.6 0.136917016809387
244224 286.2 0.136927363395983
244736 286.8 0.136937887750836
245248 287.4 0.136948577607772
245760 288 0.136959431025023
246272 288.6 0.136970451866604
246784 289.2 0.136981645038364
247296 289.8 0.136993018539968
247808 290.4 0.137004582758579
248320 291 0.137016344362104
248832 291.6 0.13702830674191
249344 292.2 0.137040479232081
249856 292.8 0.137052880822665
250368 293.4 0.13706553266181
250880 294 0.137078451722773
251392 294.6 0.137091653993482
251904 295.2 0.137105159594433
252416 295.8 0.137118991833797
252928 296.4 0.137133174160236
253440 297 0.137147731248244
253952 297.6 0.137162692009933
254464 298.2 0.137178088965129
254976 298.8 0.137193953767392
255488 299.4 0.137210313443607
256000 300 0.137227190815459
256512 300.6 0.137244608128555
257024 301.2 0.137262589377756
257536 301.8 0.137281157658306
258048 302.4 0.137300329287819
258560 303 0.137320110687296
259072 303.6 0.137340501188831
259584 304.2 0.137361497950248
260096 304.8 0.137383097192785
260608 305.4 0.137405291604293
261120 306 0.137428068459346
261632 306.6 0.137451410043237
262144 307.2 0.137475293449362
262656 307.8 0.137499689293437
263168 308.4 0.137524563550312
263680 309 0.137549883181025
264192 309.6 0.137575618483511
264704 310.2 0.137601737578281
265216 310.8 0.137628199895203
265728 311.4 0.13765495857835
266240 312 0.137681970299405
266752 312.6 0.137709200589865
267264 313.2 0.137736617972527
267776 313.8 0.13776418472911
268288 314.4 0.137791857599428
268800 315 0.137819599561651
269312 315.6 0.137847387863291
269824 316.2 0.137875206434991
270336 316.8 0.137903032302833
270848 317.4 0.137930835078333
271360 318 0.137958589644871
271872 318.6 0.13798628336079
272384 319.2 0.13801390966264
272896 319.8 0.138041460799645
273408 320.4 0.138068930022525
273920 321 0.138096315899002
274432 321.6 0.138123619659436
274944 322.2 0.138150840843901
275456 322.8 0.13817797969148
275968 323.4 0.138205041077589
276480 324 0.138232030512765
276992 324.6 0.138258947895617
277504 325.2 0.138285791350178
278016 325.8 0.138312565839044
278528 326.4 0.138339280179323
279040 327 0.138365934863051
279552 327.6 0.138392520427935
280064 328.2 0.138419030016679
280576 328.8 0.138445466353392
281088 329.4 0.138471832041984
281600 330 0.138498118384386
282112 330.6 0.138524309914175
282624 331.2 0.138550397784701
283136 331.8 0.138576382442993
283648 332.4 0.138602262749959
284160 333 0.138628028455852
284672 333.6 0.138653665785999
285184 334.2 0.138679164279298
285696 334.8 0.138704512390759
286208 335.4 0.138729690001832
286720 336 0.138754671554893
287232 336.6 0.138779434045966
287744 337.2 0.138803954802252
288256 337.8 0.138828202471889
288768 338.4 0.138852137829585
289280 339 0.13887572432782
289792 339.6 0.13889893135334
290304 340.2 0.138921726478934
290816 340.8 0.138944071849811
291328 341.4 0.138965929609321
291840 342 0.138987262968387
292352 342.6 0.139008029865015
292864 343.2 0.139028184582503
293376 343.8 0.139047689666973
293888 344.4 0.139066518388316
294400 345 0.139084642000494
294912 345.6 0.139102023871737
295424 346.2 0.139118632163968
295936 346.8 0.139134450953498
296448 347.4 0.139149472258336
296960 348 0.139163682472474
297472 348.6 0.139177063464757
297984 349.2 0.139189603914819
298496 349.8 0.13920130267994
299008 350.4 0.139212161059384
299520 351 0.139222177201137
300032 351.6 0.139231349879695
300544 352.2 0.139239683548732
301056 352.8 0.139247186939259
301568 353.4 0.139253870866074
302080 354 0.139259752382795
302592 354.6 0.139264858466556
303104 355.2 0.139269219632244
303616 355.8 0.13927286103015
304128 356.4 0.139275805827672
304640 357 0.139278086807827
305152 357.6 0.139279748000603
305664 358.2 0.139280834014621
306176 358.8 0.139281383910176
306688 359.4 0.139281437056858
307200 360 0.139281038555621
307712 360.6 0.139280235622557
308224 361.2 0.139279074171088
308736 361.8 0.139277604159784
309248 362.4 0.13927588514407
309760 363 0.139273980384614
310272 363.6 0.139271945858085
310784 364.2 0.13926983009263
311296 364.8 0.139267684689401
311808 365.4 0.139265568531502
312320 366 0.13926353893456
312832 366.6 0.139261644762488
313344 367.2 0.139259933733832
313856 367.8 0.139258461833665
314368 368.4 0.139257286615702
314880 369 0.13925645011177
315392 369.6 0.139255974213223
315904 370.2 0.139255875110204
316416 370.8 0.139256177863841
316928 371.4 0.139256912793252
317440 372 0.139258098779547
317952 372.6 0.139259733308543
318464 373.2 0.139261798418844
318976 373.8 0.139264271993654
319488 374.4 0.139267131118664
320000 375 0.139270348677953
320512 375.6 0.139273892417419
321024 376.2 0.139277727377467
321536 376.8 0.139281815904462
322048 377.4 0.139286115588143
322560 378 0.139290580467615
323072 378.6 0.139295165152051
323584 379.2 0.139299826666784
324096 379.8 0.139304523387863
324608 380.4 0.139309215290048
325120 381 0.139313866605035
325632 381.6 0.139318446958478
326144 382.2 0.13932292863959
326656 382.8 0.139327283642685
327168 383.4 0.13933148550709
327680 384 0.139335514650155
328192 384.6 0.139339360411229
328704 385.2 0.139343017408633
329216 385.8 0.139346481511767
329728 386.4 0.139349749028938
330240 387 0.139352816595434
330752 387.6 0.139355681786214
331264 388.2 0.139358348383663
331776 388.8 0.139360832268407
332288 389.4 0.13936315684981
332800 390 0.139365338843926
333312 390.6 0.139367381283421
333824 391.2 0.139369284352565
334336 391.8 0.139371062020238
334848 392.4 0.139372743735473
335360 393 0.139374357585929
335872 393.6 0.139375914328729
336384 394.2 0.139377412402938
336896 394.8 0.139378858558857
337408 395.4 0.13938027752113
337920 396 0.139381697292651
338432 396.6 0.139383129041554
338944 397.2 0.139384567364893
339456 397.8 0.139386009082046
339968 398.4 0.139387466453055
340480 399 0.139388961522225
340992 399.6 0.139390512051519
341504 400.2 0.139392126086668
