# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
22016 25.8 0.00223675991303343 0.00223675991303352 0.00223675991303309
22528 26.4 0.00228811858212275 0.00228811858212297 0.00228811858212263
23040 27 0.00233706882132969 0.00233706882132943 0.00233706882132979
23552 27.6 0.0023849884091301 0.00238498840912966 0.00238498840913011
24064 28.2 0.00243313512584174 0.00243313512584173 0.00243313512584151
24576 28.8 0.00248137685511889 0.00248137685511908 0.00248137685511868
25088 29.4 0.00252872663957461 0.00252872663957447 0.00252872663957474
25600 30 0.00257404136989101 0.00257404136989085 0.0025740413698914
26112 30.6 0.00261646423973019 0.00261646423973052 0.00261646423973053
26624 31.2 0.00265616777296244 0.00265616777296298 0.00265616777296256
27136 31.8 0.00269483973903994 0.00269483973903995 0.00269483973903972
27648 32.4 0.00273466636588426 0.00273466636588355 0.00273466636588364
28160 33 0.00277627899683016 0.00277627899682948 0.00277627899682971
28672 33.6 0.00281784468916998 0.00281784468917018 0.00281784468917022
29184 34.2 0.00285660839726141 0.00285660839726221 0.00285660839726183
29696 34.8 0.00289138069357874 0.00289138069357921 0.00289138069357873
30208 35.4 0.00292340772973498 0.00292340772973478 0.0029234077297348
30720 36 0.00295496060342051 0.00295496060342008 0.0029549606034207
31232 36.6 0.00298722243044335 0.00298722243044316 0.00298722243044364
31744 37.2 0.00301944573603339 0.00301944573603367 0.00301944573603328
32256 37.8 0.00305001095496939 0.00305001095496988 0.00305001095496916
32768 38.4 0.00307815736532616 0.00307815736532613 0.0030781573653263
33280 39 0.00310447642930116 0.00310447642930048 0.00310447642930139
33792 39.6 0.00312982326223464 0.0031298232622342 0.00312982326223449
34304 40.2 0.00315428538100918 0.00315428538100953 0.00315428538100895
34816 40.8 0.00317743277410223 0.00317743277410276 0.00317743277410232
35328 41.4 0.00319908580604211 0.00319908580604204 0.00319908580604222
35840 42 0.0032193837847901 0.00321938378478955 0.00321938378478979
36352 42.6 0.00323830908335389 0.00323830908335349 0.00323830908335336
36864 43.2 0.003255641060618 0.00325564106061814 0.003255641060618
37376 43.8 0.00327143501257853 0.00327143501257906 0.00327143501257922
37888 44.4 0.00328615358088635 0.00328615358088678 0.00328615358088684
38400 45 0.00330013187796367 0.00330013187796363 0.00330013187796321
38912 45.6 0.00331318330079784 0.00331318330079742 0.00331318330079688
39424 46.2 0.00332490730445112 0.00332490730445058 0.00332490730445071
39936 46.8 0.0033351180534753 0.00333511805347491 0.00333511805347575
40448 47.4 0.00334376504653666 0.00334376504653673 0.00334376504653735
40960 48 0.00335067101999013 0.00335067101999041 0.00335067101999022
41472 48.6 0.00335564895109125 0.00335564895109119 0.00335564895109063
41984 49.2 0.00335874458654721 0.00335874458654706 0.0033587445865468
42496 49.8 0.00336003078302576 0.00336003078302622 0.00336003078302629
43008 50.4 0.00335910711070496 0.00335910711070554 0.00335910711070568
43520 51 0.00335513832891842 0.00335513832891815 0.00335513832891843
44032 51.6 0.00334777829964878 0.00334777829964811 0.00334777829964835
44544 52.2 0.003337901922839 0.00333790192283898 0.00333790192283878
45056 52.8 0.00332674878146918 0.00332674878146945 0.00332674878146909
45568 53.4 0.00331441353522893 0.00331441353522865 0.00331441353522881
46080 54 0.0032996618034966 0.00329966180349621 0.0032996618034967
46592 54.6 0.00328132886458366 0.00328132886458393 0.00328132886458395
47104 55.2 0.00325954959381934 0.00325954959381978 0.00325954959381928
47616 55.8 0.00323524465928876 0.0032352446592886 0.00323524465928829
48128 56.4 0.0032086623474632 0.00320866234746282 0.00320866234746311
48640 57 0.00317913491624887 0.00317913491624899 0.00317913491624962
49152 57.6 0.00314626449130371 0.00314626449130404 0.0031462644913045
49664 58.2 0.00311062921048827 0.00311062921048807 0.00311062921048806
50176 58.8 0.00307304317509546 0.00307304317509492 0.00307304317509448
50688 59.4 0.0030335811905861 0.00303358119058597 0.00303358119058556
51200 60 0.00299181522946291 0.00299181522946325 0.00299181522946332
51712 60.6 0.00294770659296133 0.00294770659296158 0.00294770659296188
52224 61.2 0.00290808844866542 0.00290808844866498 0.00290808844866521
52736 61.8 0.00286701457255232 0.00286701457255207 0.00286701457255254
53248 62.4 0.00282430776530731 0.00282430776530754 0.00282430776530756
53760 63 0.00277978411357876 0.00277978411357911 0.0027797841135787
54272 63.6 0.00273305705174607 0.00273305705174618 0.00273305705174586
54784 64.2 0.0026844632294863 0.00268446322948612 0.00268446322948627
55296 64.8 0.00263499106138122 0.00263499106138085 0.00263499106138159
55808 65.4 0.0025852831182665 0.00258528311826626 0.00258528311826702
56320 66 0.00253499123532214 0.00253499123532232 0.00253499123532203
56832 66.6 0.00249195520767934 0.00249195520767967 0.00249195520768023
57344 67.2 0.00245546755943906 0.00245546755943931 0.00245546755943921
57856 67.8 0.00241677658793184 0.00241677658793145 0.00241677658793097
58368 68.4 0.00237632852029659 0.00237632852029631 0.00237632852029603
58880 69 0.00233505800595167 0.00233505800595214 0.0023350580059522
59392 69.6 0.00229345513515851 0.002293455135159 0.0022934551351592
59904 70.2 0.00225136328518852 0.00225136328518827 0.00225136328518855
60416 70.8 0.00220792471256944 0.00220792471256882 0.00220792471256928
60928 71.4 0.00216254230951211 0.00216254230951175 0.0021625423095122
61440 72 0.00211579736566224 0.00211579736566232 0.00211579736566219
61952 72.6 0.00206888813226916 0.00206888813226966 0.00206888813226888
62464 73.2 0.002022333993531 0.00202233399353148 0.00202233399353097
62976 73.8 0.00197553424951625 0.00197553424951623 0.00197553424951652
63488 74.4 0.00192796256928764 0.0019279625692874 0.00192796256928776
64000 75 0.00188046227679904 0.00188046227679889 0.00188046227679874
64512 75.6 0.00183463187310127 0.00183463187310098 0.00183463187310084
65024 76.2 0.00179087003561533 0.00179087003561503 0.0017908700356153
65536 76.8 0.00174780930583935 0.00174780930583953 0.00174780930583987
66048 77.4 0.00170375512623879 0.00170375512623915 0.00170375512623929
66560 78 0.00165776140574547 0.00165776140574526 0.0016577614057454
67072 78.6 0.00160917675000425 0.00160917675000376 0.00160917675000383
67584 79.2 0.00155756327035538 0.00155756327035567 0.00155756327035524
68096 79.8 0.00150349899834977 0.00150349899835057 0.00150349899834999
68608 80.4 0.00144835984679649 0.00144835984679654 0.00144835984679658
69120 81 0.00139295891123225 0.00139295891123156 0.00139295891123225
69632 81.6 0.00133724272184551 0.0013372427218451 0.00133724272184564
70144 82.2 0.00128144893179433 0.00128144893179457 0.00128144893179424
70656 82.8 0.00122663761982807 0.00122663761982844 0.00122663761982754
71168 83.4 0.00117770046576418 0.00117770046576328 0.00117770046576352
71680 84 0.00113967142647735 0.00113967142647772 0.00113967142647741
72192 84.6 0.00110337107843163 0.00110337107843257 0.00110337107843218
72704 85.2 0.00106893447050361 0.00106893447050406 0.00106893447050403
73216 85.8 0.00103562652133149 0.0010356265213314 0.00103562652133148
73728 86.4 0.00100227848812629 0.00100227848812585 0.00100227848812575
74240 87 0.000968323698957275 0.000968323698956879 0.000968323698956936
74752 87.6 0.000934303515918388 0.000934303515918297 0.000934303515918693
75264 88.2 0.000901135452344639 0.00090113545234467 0.000901135452344817
75776 88.8 0.000869071976615996 0.000869071976616128 0.000869071976615836
76288 89.4 0.000837503857588505 0.000837503857588548 0.000837503857588544
76800 90 0.000805582737148535 0.000805582737148263 0.000805582737148677
77312 90.6 0.000772960836156571 0.000772960836156191 0.000772960836156275
77824 91.2 0.000739993257469682 0.000739993257469466 0.000739993257469147
78336 91.8 0.000707205389706429 0.000707205389706598 0.000707205389706447
78848 92.4 0.000683568134594282 0.000683568134594178 0.000683568134593845
79360 93 0.000661202893905591 0.000661202893906069 0.000661202893905855
79872 93.6 0.000638672936840274 0.000638672936840867 0.000638672936840864
80384 94.2 0.000616257986548765 0.000616257986548779 0.000616257986548685
80896 94.8 0.000594195153301693 0.000594195153301055 0.00059419515330112
81408 95.4 0.000572303876391747 0.000572303876391258 0.000572303876391585
81920 96 0.000550149373959747 0.000550149373959918 0.000550149373960089
82432 96.6 0.00053081416199883 0.00053081416199853 0.000530814161998193
82944 97.2 0.000515435100016239 0.000515435100016244 0.000515435100016113
83456 97.8 0.00049999018762824 0.00049999018762867 0.000499990187628437
83968 98.4 0.000485016627434254 0.000485016627434273 0.000485016627434354
84480 99 0.000470624788026434 0.000470624788026059 0.000470624788026688
84992 99.6 0.000456454170905545 0.000456454170905536 0.000456454170905756
85504 100.2 0.000442146856652846 0.000442146856652922 0.000442146856652604
86016 100.8 0.000427660826935467 0.000427660826935207 0.000427660826935026
86528 101.4 0.000413219304155695 0.000413219304155585 0.000413219304155576
87040 102 0.000399662260291351 0.000399662260291403 0.000399662260291796
87552 102.6 0.000389691969219708 0.000389691969219291 0.000389691969219503
88064 103.2 0.000380112873015469 0.000380112873015538 0.000380112873015208
88576 103.8 0.000370600580896805 0.000370600580897055 0.000370600580896874
89088 104.4 0.00036071745980089 0.000360717459800473 0.000360717459800641
89600 105 0.000350403569820849 0.000350403569820618 0.000350403569820761
90112 105.6 0.000340055166429434 0.000340055166429829 0.000340055166429411
90624 106.2 0.000330104815719871 0.000330104815720004 0.000330104815719474
91136 106.8 0.000320583599077344 0.000320583599077015 0.000320583599077558
91648 107.4 0.00031114737970147 0.000311147379701183 0.000311147379701937
92160 108 0.000301502095835785 0.000301502095835711 0.000301502095835179
92672 108.6 0.000294560080191302 0.000294560080191189 0.000294560080191534
93184 109.2 0.000287521808317967 0.000287521808317141 0.000287521808316967
93696 109.8 0.000280651907432619 0.000280651907432454 0.00028065190743236
94208 110.4 0.000274308005097625 0.000274308005098277 0.000274308005098176
94720 111 0.000268236219205059 0.000268236219205209 0.000268236219205028
95232 111.6 0.000261928324725689 0.000261928324725119 0.000261928324725417
95744 112.2 0.000255270732847838 0.000255270732847704 0.000255270732848125
96256 112.8 0.000248572368046975 0.000248572368047246 0.00024857236804687
96768 113.4 0.000242088186236438 0.000242088186236374 0.000242088186235887
97280 114 0.000235784739645983 0.000235784739645993 0.000235784739646254
97792 114.6 0.000229517667063737 0.000229517667063918 0.000229517667064305
98304 115.2 0.000223360298663032 0.000223360298663199 0.000223360298663245
98816 115.8 0.000218770044580817 0.00021877004458068 0.000218770044581062
99328 116.4 0.000214258450523697 0.000214258450523699 0.000214258450523994
99840 117 0.000209929521442128 0.000209929521442539 0.000209929521442172
100352 117.6 0.000205701269270636 0.000205701269270481 0.000205701269269853
100864 118.2 0.00020142608266568 0.000201426082665194 0.000201426082665191
101376 118.8 0.000197096221111075 0.000197096221111308 0.000197096221111868
101888 119.4 0.00019285842749481 0.000192858427495051 0.000192858427495282
102400 120 0.000188802940146811 0.000188802940146498 0.00018880294014629
102912 120.6 0.000184814500702704 0.000184814500702647 0.000184814500702753
103424 121.2 0.000180708462115642 0.000180708462115993 0.000180708462116029
103936 121.8 0.000176468204737858 0.000176468204737809 0.000176468204737485
104448 122.4 0.000172275075426637 0.000172275075426265 0.000172275075426591
104960 123 0.000168313240335827 0.000168313240336117 0.000168313240336381
105472 123.6 0.0001651176578858 0.000165117657885362 0.000165117657885377
105984 124.2 0.00016229812085923 0.000162298120859697 0.000162298120859797
106496 124.8 0.000159689308065772 0.000159689308066035 0.000159689308065859
107008 125.4 0.000157129368665214 0.000157129368664388 0.000157129368664391
107520 126 0.000154468717145406 0.000154468717145153 0.000154468717145276
108032 126.6 0.000151753161293662 0.000151753161294211 0.000151753161294579
108544 127.2 0.000149116387943566 0.000149116387943592 0.000149116387943511
109056 127.8 0.000146579369795966 0.000146579369795843 0.000146579369794717
109568 128.4 0.000144051988313571 0.000144051988313835 0.000144051988313732
110080 129 0.000141463674717056 0.000141463674716918 0.000141463674718049
110592 129.6 0.000138838907161122 0.000138838907160787 0.000138838907160947
111104 130.2 0.000136302387226275 0.000136302387226532 0.00013630238722591
111616 130.8 0.000133986360819256 0.000133986360819438 0.000133986360819333
112128 131.4 0.000131862075799457 0.000131862075799179 0.000131862075799539
112640 132 0.000129716603653255 0.000129716603653235 0.000129716603653412
113152 132.6 0.000127374959287004 0.000127374959287192 0.000127374959286813
113664 133.2 0.000125547541860794 0.000125547541860228 0.000125547541860839
114176 133.8 0.000123787264227746 0.000123787264227965 0.00012378726422784
114688 134.4 0.000121996068823937 0.000121996068824338 0.000121996068823924
115200 135 0.000120340059017223 0.000120340059016811 0.000120340059016924
115712 135.6 0.000118857526536233 0.000118857526535894 0.000118857526536039
116224 136.2 0.000117402506302359 0.000117402506302701 0.000117402506302642
116736 136.8 0.000115815542572937 0.000115815542573587 0.000115815542573475
117248 137.4 0.000114140874893425 0.000114140874893832 0.000114140874893713
117760 138 0.00011258230392724 0.000112582303926885 0.000112582303927008
118272 138.6 0.000111233319245607 0.000111233319244949 0.000111233319245225
118784 139.2 0.000109980474327256 0.000109980474327142 0.000109980474327021
119296 139.8 0.00010868917502069 0.000108689175020875 0.000108689175020964
119808 140.4 0.000107347719561265 0.000107347719561493 0.000107347719561671
120320 141 0.000106010441052451 0.000106010441052644 0.000106010441052157
120832 141.6 0.000104714880550343 0.000104714880549962 0.000104714880549982
121344 142.2 0.00010349435522555 0.000103494355225231 0.000103494355225727
121856 142.8 0.000102394431414455 0.000102394431414859 0.00010239443141447
122368 143.4 0.000101406213918344 0.0001014062139186 0.000101406213918205
122880 144 0.000100425763830031 0.000100425763830118 0.000100425763830345
123392 144.6 9.93609705007516e-05 9.9360970500824e-05 9.93609705010318e-05
123904 145.2 9.82512033844871e-05 9.82512033840523e-05 9.82512033843715e-05
124416 145.8 9.72380168706826e-05 9.72380168698488e-05 9.72380168704445e-05
124928 146.4 9.64058121092297e-05 9.64058121094108e-05 9.64058121096537e-05
125440 147 9.55796284314461e-05 9.55796284321685e-05 9.55796284315307e-05
125952 147.6 9.57160549799579e-05 9.57160549798666e-05 9.57160549801098e-05
126464 148.2 0.000112095597261442 0.000112095597261331 0.000112095597261235
126976 148.8 0.000129114923770077 0.00012911492376991 0.000129114923769691
127488 149.4 0.000146588835075256 0.000146588835075114 0.000146588835075102
128000 150 0.000164296651645139 0.000164296651645181 0.000164296651645351
128512 150.6 0.00018217026140238 0.000182170261402512 0.000182170261402608
129024 151.2 0.000200172387541698 0.000200172387541718 0.000200172387541659
129536 151.8 0.00021807918013922 0.000218079180139199 0.000218079180139164
130048 152.4 0.00023580323341963 0.000235803233419759 0.000235803233419831
130560 153 0.000256222813532561 0.000256222813532582 0.000256222813532248
131072 153.6 0.000280694404385447 0.000280694404385613 0.000280694404385417
131584 154.2 0.000307653113379193 0.000307653113379401 0.000307653113379179
132096 154.8 0.0003362763875567 0.000336276387556917 0.000336276387556679
132608 155.4 0.000364866881751313 0.000364866881751009 0.000364866881751148
133120 156 0.000393021961537394 0.000393021961537123 0.000393021961537384
133632 156.6 0.000420472074812357 0.000420472074812643 0.000420472074812604
134144 157.2 0.000447386755446127 0.000447386755446502 0.000447386755446079
134656 157.8 0.000474080212978438 0.000474080212978487 0.000474080212977945
135168 158.4 0.000500570851497569 0.000500570851497583 0.000500570851497313
135680 159 0.000526592056606766 0.000526592056606884 0.000526592056607088
136192 159.6 0.000551978804675048 0.000551978804674994 0.000551978804675373
136704 160.2 0.000576856853260944 0.000576856853260735 0.000576856853260857
137216 160.8 0.000601411960603463 0.000601411960603378 0.000601411960603226
137728 161.4 0.000625617113575753 0.000625617113575891 0.000625617113575708
138240 162 0.000649316569942433 0.000649316569942609 0.000649316569942579
138752 162.6 0.000672472157359272 0.000672472157359253 0.000672472157359438
139264 163.2 0.00069517237944629 0.000695172379446202 0.000695172379446361
139776 163.8 0.000717442708600228 0.000717442708600455 0.000717442708600106
140288 164.4 0.000739201769844086 0.000739201769844566 0.000739201769843845
140800 165 0.000760406697917512 0.000760406697917766 0.000760406697917514
141312 165.6 0.000781118945676202 0.000781118945676003 0.000781118945676496
141824 166.2 0.000801412102958049 0.000801412102957766 0.00080141210295827
142336 166.8 0.000821333738651426 0.000821333738651445 0.000821333738651418
142848 167.4 0.000840860236259205 0.000840860236259333 0.000840860236259101
143360 168 0.000859841097298165 0.000859841097298087 0.000859841097298042
143872 168.6 0.000878185428389858 0.000878185428389682 0.000878185428389808
144384 169.2 0.000896044534567095 0.000896044534567083 0.000896044534567183
144896 169.8 0.000913631475143302 0.000913631475143493 0.000913631475143468
145408 170.4 0.000930881457671931 0.000930881457672159 0.000930881457672142
145920 171 0.000947616755712155 0.000947616755712159 0.000947616755712353
146432 171.6 0.000963834152715464 0.000963834152715216 0.000963834152715413
146944 172.2 0.000979662798363175 0.000979662798363012 0.000979662798362914
147456 172.8 0.000995156995612887 0.000995156995613005 0.000995156995612906
147968 173.4 0.00101029462117247 0.00101029462117264 0.00101029462117289
148480 174 0.00102509989456693 0.00102509989456694 0.00102509989456717
148992 174.6 0.00103960111250612 0.00103960111250607 0.00103960111250586
149504 175.2 0.00105372065443299 0.00105372065443311 0.00105372065443281
150016 175.8 0.00106741066720783 0.00106741066720808 0.00106741066720822
150528 176.4 0.00108078403012761 0.00108078403012765 0.00108078403012809
151040 177 0.00109390601026051 0.00109390601026011 0.00109390601026036
151552 177.6 0.00110666540025616 0.0011066654002556 0.00110666540025557
152064 178.2 0.00111901013216996 0.00111901013216992 0.00111901013216987
152576 178.8 0.00113105392794102 0.0011310539279417 0.00113105392794165
153088 179.4 0.00114289677836718 0.00114289677836784 0.00114289677836755
153600 180 0.00115449102491502 0.00115449102491484 0.00115449102491447
154112 180.6 0.00116569826970824 0.00116569826970753 0.00116569826970756
154624 181.2 0.0011765225669293 0.00117652256692907 0.00117652256692938
155136 181.8 0.00118710847800032 0.00118710847800076 0.0011871084780008
155648 182.4 0.0011974777603764 0.00119747776037678 0.00119747776037663
156160 183 0.00120759036507696 0.00120759036507677 0.00120759036507701
156672 183.6 0.0012174776977077 0.00121747769770732 0.00121747769770782
157184 184.2 0.00122718164308157 0.00122718164308164 0.00122718164308166
157696 184.8 0.00123669758480017 0.0012366975848007 0.00123669758480005
158208 185.4 0.0012460080669913 0.00124600806699169 0.00124600806699102
158720 186 0.00125510524686717 0.00125510524686716 0.00125510524686697
159232 186.6 0.00126399829085183 0.00126399829085168 0.00126399829085183
159744 187.2 0.00127501299049802 0.00127501299049819 0.00127501299049832
160256 187.8 0.00129083734362022 0.00129083734362056 0.00129083734362089
160768 188.4 0.00130673012643496 0.00130673012643513 0.0013067301264353
161280 189 0.00132465011573814 0.00132465011573815 0.00132465011573857
161792 189.6 0.00134852029216877 0.00134852029216872 0.00134852029216894
162304 190.2 0.00137294984234173 0.00137294984234165 0.00137294984234146
162816 190.8 0.0013978694057198 0.00139786940571993 0.00139786940571952
163328 191.4 0.00142323525625088 0.00142323525625118 0.00142323525625102
163840 192 0.00144906191406231 0.00144906191406245 0.00144906191406274
164352 192.6 0.00147536280343029 0.0014753628034301 0.0014753628034305
164864 193.2 0.0015021059718996 0.00150210597189936 0.00150210597189947
165376 193.8 0.0015292966747791 0.00152929667477916 0.00152929667477895
165888 194.4 0.00155703007566755 0.00155703007566782 0.0015570300756677
166400 195 0.00158540653666689 0.00158540653666698 0.00158540653666723
166912 195.6 0.00161447536717923 0.00161447536717901 0.00161447536717942
167424 196.2 0.00164420862206946 0.00164420862206927 0.00164420862206941
167936 196.8 0.00167455464064114 0.00167455464064123 0.00167455464064107
168448 197.4 0.00170553323210002 0.00170553323210019 0.0017055332321001
168960 198 0.00173724349578954 0.00173724349578951 0.00173724349578962
169472 198.6 0.00176979183077084 0.00176979183077073 0.00176979183077077
169984 199.2 0.00180327968616826 0.0018032796861683 0.00180327968616818
170496 199.8 0.00183787552836262 0.00183787552836281 0.00183787552836278
171008 200.4 0.00187382300820459 0.00187382300820469 0.00187382300820493
171520 201 0.00191123226479429 0.00191123226479425 0.0019112322647945
172032 201.6 0.00194977434435186 0.00194977434435181 0.00194977434435183
172544 202.2 0.001989193850124 0.00198919385012396 0.00198919385012392
173056 202.8 0.00202937375644689 0.00202937375644681 0.00202937375644689
173568 203.4 0.00207014572641612 0.00207014572641601 0.00207014572641606
174080 204 0.00211138164778576 0.00211138164778573 0.00211138164778564
174592 204.6 0.0021531521218424 0.00215315212184243 0.00215315212184245
175104 205.2 0.0021957768813721 0.00219577688137206 0.00219577688137234
175616 205.8 0.00223972194942264 0.00223972194942248 0.00223972194942274
176128 206.4 0.00228540852378086 0.00228540852378074 0.00228540852378065
176640 207 0.00233311811199467 0.00233311811199506 0.00233311811199436
177152 207.6 0.00238280671084547 0.00238280671084711 0.00238280671084496
177664 208.2 0.00243425487096965 0.00243425487097344 0.00243425487096811
178176 208.8 0.00248718750034658 0.00248718750035309 0.00248718750034311
178688 209.4 0.00254099417406189 0.00254099417407093 0.00254099417405656
179200 210 0.00259479141234207 0.00259479141235286 0.00259479141233579
179712 210.6 0.00264798539680699 0.00264798539681913 0.00264798539680023
180224 211.2 0.00270070710365571 0.00270070710367038 0.00270070710364756
180736 211.8 0.00275363752101171 0.00275363752103172 0.00275363752100037
181248 212.4 0.00280751610157899 0.00280751610160704 0.00280751610156309
181760 213 0.00286281704450915 0.00286281704454612 0.00286281704448843
182272 213.6 0.00291979763771849 0.00291979763776397 0.0029197976376931
182784 214.2 0.00297870226341571 0.00297870226346975 0.00297870226338542
183296 214.8 0.0030396004836122 0.00303960048367533 0.00303960048357672
183808 215.4 0.00310197334414121 0.00310197334421291 0.00310197334410107
184320 216 0.00316471950515614 0.00316471950523412 0.00316471950511275
184832 216.6 0.00322682314277141 0.00322682314285276 0.00322682314272622
185344 217.2 0.00328805736561651 0.00328805736569952 0.00328805736557015
185856 217.8 0.00334900587209105 0.00334900587217581 0.0033490058720434
186368 218.4 0.00341045094340138 0.00341045094348886 0.00341045094335215
186880 219 0.0034728013585331 0.00347280135862315 0.00347280135848266
187392 219.6 0.00353604895056667 0.00353604895065674 0.00353604895051636
187904 220.2 0.0036001124169658 0.00360011241705385 0.00360011241691643
188416 220.8 0.00366506356320923 0.00366506356329743 0.00366506356315956
188928 221.4 0.00373112927686777 0.00373112927696111 0.00373112927681545
189440 222 0.00379866437007768 0.00379866437017855 0.00379866437002164
189952 222.6 0.00386801102067692 0.00386801102078281 0.00386801102061819
190464 223.2 0.00393932535866883 0.00393932535877575 0.00393932535860898
190976 223.8 0.00401252887455237 0.0040125288746579 0.0040125288744926
191488 224.4 0.00408747298588021 0.00408747298598248 0.00408747298582218
192000 225 0.00416423418892807 0.00416423418902395 0.00416423418887415
192512 225.6 0.00424323504626317 0.00424323504634895 0.00424323504621543
193024 226.2 0.00432500669513831 0.00432500669521107 0.00432500669509792
193536 226.8 0.00440976688666299 0.00440976688672111 0.00440976688663055
194048 227.4 0.00449722734004321 0.0044972273400874 0.0044972273400185
194560 228 0.00458685934404645 0.00458685934408126 0.00458685934402714
195072 228.6 0.00467834695818802 0.00467834695822023 0.00467834695817021
195584 229.2 0.00477176450741668 0.00477176450745027 0.00477176450739791
196096 229.8 0.00486737882858139 0.00486737882861505 0.00486737882856241
196608 230.4 0.00496538900475774 0.00496538900478872 0.0049653890047404
197120 231 0.00506585825498561 0.00506585825501428 0.00506585825496981
197632 231.6 0.00516876779929035 0.00516876779931899 0.00516876779927448
198144 232.2 0.00527406317126482 0.00527406317129315 0.00527406317124873
198656 232.8 0.00538174285143503 0.00538174285145968 0.00538174285142075
199168 233.4 0.00549197018481594 0.00549197018483372 0.00549197018480563
199680 234 0.00560507038507678 0.0056050703850866 0.00560507038507122
200192 234.6 0.0057213515117876 0.00572135151178938 0.0057213515117867
200704 235.2 0.00584090900023368 0.00584090900022685 0.00584090900023755
201216 235.8 0.00596364097014935 0.005963640970133 0.0059636409701585
201728 236.4 0.00608946979909526 0.00608946979906889 0.00608946979911017
202240 237 0.00621851672198716 0.00621851672195077 0.00621851672200791
202752 237.6 0.00635104385283501 0.0063510438527889 0.00635104385286124
