# Scalar ASCII output created by CarpetIOScalar
# created on malvi-BOHK-WAX9X by malvi on Jul 12 2025 at 20:39:28+0200
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-malvi-BOHK-WAX9X-malvi-2025.07.12-13.11.05-262947
# Simulation ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
# Run ID: run-TOV_example-malvi-BOHK-WAX9X-malvi-2025.07.12-18.39.19-413798
#
# HYDROBASE::w_lorentz (hydrobase-w_lorentz)
# 1:iteration 2:time 3:data
# data columns: 3:w_lorentz
155648 182.4 1.08265046049631
156160 183 1.08338366163798
156672 183.6 1.08408585484608
157184 184.2 1.08475636761
157696 184.8 1.08539457476778
158208 185.4 1.08600080855276
158720 186 1.08657435417054
159232 186.6 1.08711537289282
159744 187.2 1.0876241209269
160256 187.8 1.08810111034585
160768 188.4 1.08854664419142
161280 189 1.08896071489235
161792 189.6 1.08934361369258
162304 190.2 1.08969620974992
162816 190.8 1.09001980781926
163328 191.4 1.09031491437424
163840 192 1.09058191338961
164352 192.6 1.09082154206748
164864 193.2 1.09103470850965
165376 193.8 1.09122302188482
165888 194.4 1.09138837133872
166400 195 1.09153159653954
166912 195.6 1.09165312084619
167424 196.2 1.09175365839504
167936 196.8 1.09182800971014
168448 197.4 1.0918839271252
168960 198 1.09193309357371
169472 198.6 1.09197762549856
169984 199.2 1.09202145879772
170496 199.8 1.09206481839257
171008 200.4 1.09210402214222
171520 201 1.09213900349835
172032 201.6 1.09217115549058
172544 202.2 1.09219198618238
173056 202.8 1.09219674580878
173568 203.4 1.09218412901228
174080 204 1.09215251584055
174592 204.6 1.09210046883989
175104 205.2 1.09202674947326
175616 205.8 1.09193000260187
176128 206.4 1.0918232377001
176640 207 1.09166231213319
177152 207.6 1.09146629052474
177664 208.2 1.09124801504877
178176 208.8 1.09100677410913
178688 209.4 1.09074164692477
179200 210 1.09045300760525
179712 210.6 1.09014021550928
180224 211.2 1.08979648955313
180736 211.8 1.08941018618159
181248 212.4 1.0889684252147
181760 213 1.08846913597875
182272 213.6 1.0879111658682
182784 214.2 1.08729276576676
183296 214.8 1.08661483278075
183808 215.4 1.08588822450212
184320 216 1.08512125348215
184832 216.6 1.08431177697926
185344 217.2 1.0834495563458
185856 217.8 1.08252196794491
186368 218.4 1.08155821752419
186880 219 1.08058429443611
187392 219.6 1.07958666169185
187904 220.2 1.07855733797289
188416 220.8 1.07749094253142
188928 221.4 1.07638326068277
189440 222 1.07523597067169
189952 222.6 1.07405446183498
190464 223.2 1.0728451296337
190976 223.8 1.07161423138873
191488 224.4 1.07135852752052
192000 225 1.07135545017746
192512 225.6 1.07132518446234
193024 226.2 1.07126880115788
193536 226.8 1.0711820520487
194048 227.4 1.07105831161906
194560 228 1.07168121551568
195072 228.6 1.07176764319557
195584 229.2 1.07779696380957
196096 229.8 1.08384938054718
196608 230.4 1.08934159186471
197120 231 1.09292443153755
197632 231.6 1.09398697532011
198144 232.2 1.09417794943694
198656 232.8 1.09370396183018
199168 233.4 1.09276056071191
199680 234 1.08834286815806
200192 234.6 1.08087771339423
200704 235.2 1.07441908712846
201216 235.8 1.071685881822
201728 236.4 1.07006412981853
202240 237 1.06992854676288
202752 237.6 1.06998614826354
203264 238.2 1.07053269883639
203776 238.8 1.07214919633276
204288 239.4 1.07368458494368
204800 240 1.07500131494439
205312 240.6 1.07598986215391
205824 241.2 1.07664113979716
206336 241.8 1.07698014887452
206848 242.4 1.07610764418485
207360 243 1.07208981586569
207872 243.6 1.07205116813445
208384 244.2 1.0719428662414
208896 244.8 1.07177845396619
209408 245.4 1.07156910478954
209920 246 1.0713339142659
210432 246.6 1.07105738841954
210944 247.2 1.07073604913231
211456 247.8 1.07037115127453
211968 248.4 1.06999587072171
212480 249 1.07048559479116
212992 249.6 1.07131492723988
213504 250.2 1.0721329018582
214016 250.8 1.07323082975867
214528 251.4 1.07482895097766
215040 252 1.0764694460703
215552 252.6 1.07799692435127
216064 253.2 1.07934027418091
216576 253.8 1.08070660655542
217088 254.4 1.0820369361022
217600 255 1.08337035406364
218112 255.6 1.08470424307071
218624 256.2 1.0860587438327
219136 256.8 1.08743083123964
219648 257.4 1.08899882701458
220160 258 1.09115297892518
220672 258.6 1.09327945648059
221184 259.2 1.09525376796146
221696 259.8 1.09719191289939
222208 260.4 1.09914924438179
222720 261 1.10069162802057
223232 261.6 1.10182587045738
223744 262.2 1.10096497332362
224256 262.8 1.09804982671476
224768 263.4 1.09961363416831
225280 264 1.10218712578581
225792 264.6 1.1046199258111
226304 265.2 1.10820935329883
226816 265.8 1.11280025132534
227328 266.4 1.11764586997973
227840 267 1.12091890894964
228352 267.6 1.12282770194099
228864 268.2 1.12477428566652
229376 268.8 1.12619080886368
229888 269.4 1.12815449352125
230400 270 1.13059579706776
230912 270.6 1.13160304059125
231424 271.2 1.13280238027669
231936 271.8 1.14239018927424
232448 272.4 1.15190653776733
232960 273 1.16110388613261
233472 273.6 1.16961120936309
233984 274.2 1.17658823895264
234496 274.8 1.18062905467568
235008 275.4 1.18244086365344
235520 276 1.18146607159523
236032 276.6 1.17875870293405
236544 277.2 1.17370152961497
237056 277.8 1.1657397149923
237568 278.4 1.17319590156756
238080 279 1.18031581248537
238592 279.6 1.18680978622354
239104 280.2 1.19074554881796
239616 280.8 1.18665763424877
240128 281.4 1.19096310318479
240640 282 1.20018474198303
241152 282.6 1.21322318010306
241664 283.2 1.2255811134225
242176 283.8 1.23854430770294
242688 284.4 1.25208395404693
243200 285 1.26387131159073
243712 285.6 1.27328213456834
244224 286.2 1.27911202714298
244736 286.8 1.28154874916976
245248 287.4 1.28117074447701
245760 288 1.2779213115634
246272 288.6 1.27185630906137
246784 289.2 1.26356610134383
247296 289.8 1.25465356121112
247808 290.4 1.27219119560706
248320 291 1.30171001185109
248832 291.6 1.3085114528165
249344 292.2 171342.206644675
249856 292.8 -nan
250368 293.4 -nan
250880 294 -nan
251392 294.6 -nan
251904 295.2 -nan
252416 295.8 -nan
252928 296.4 -nan
253440 297 -nan
253952 297.6 -nan
254464 298.2 -nan
254976 298.8 -nan
255488 299.4 -nan
256000 300 -nan
256512 300.6 -nan
257024 301.2 -nan
257536 301.8 -nan
258048 302.4 -nan
258560 303 -nan
259072 303.6 -nan
259584 304.2 -nan
260096 304.8 -nan
260608 305.4 -nan
261120 306 -nan
261632 306.6 -nan
262144 307.2 -nan
